,character,rating
12510,R2 D2,Very unfavorably
12512,R2 D2,Neither favorably nor unfavorably (neutral)
12513,R2 D2,Very favorably
12514,R2 D2,Very favorably
12515,R2 D2,Somewhat favorably
12516,R2 D2,Very favorably
12517,R2 D2,Very favorably
12518,R2 D2,Very favorably
12519,R2 D2,Very favorably
12522,R2 D2,Very favorably
12524,R2 D2,Very favorably
12525,R2 D2,Very favorably
12526,R2 D2,Very favorably
12527,R2 D2,Very favorably
12530,R2 D2,Very favorably
12531,R2 D2,Very favorably
12533,R2 D2,Very favorably
12535,R2 D2,Somewhat favorably
12536,R2 D2,Neither favorably nor unfavorably (neutral)
12537,R2 D2,Very favorably
12538,R2 D2,Very favorably
12539,R2 D2,Very favorably
12540,R2 D2,Somewhat unfavorably
12541,R2 D2,Very favorably
12543,R2 D2,Very favorably
12544,R2 D2,Very favorably
12545,R2 D2,Very favorably
12546,R2 D2,Somewhat favorably
12547,R2 D2,Very favorably
12549,R2 D2,Somewhat favorably
12550,R2 D2,Very favorably
12551,R2 D2,Neither favorably nor unfavorably (neutral)
12552,R2 D2,Neither favorably nor unfavorably (neutral)
12553,R2 D2,Very favorably
12554,R2 D2,Very favorably
12555,R2 D2,Very favorably
12556,R2 D2,Very favorably
12558,R2 D2,Neither favorably nor unfavorably (neutral)
12560,R2 D2,Neither favorably nor unfavorably (neutral)
12561,R2 D2,Somewhat favorably
12562,R2 D2,Very favorably
12563,R2 D2,Somewhat unfavorably
12564,R2 D2,Somewhat favorably
12565,R2 D2,Very favorably
12566,R2 D2,Very favorably
12571,R2 D2,Very favorably
12572,R2 D2,Very favorably
12573,R2 D2,Very favorably
12574,R2 D2,Very favorably
12575,R2 D2,Somewhat favorably
12576,R2 D2,Somewhat favorably
12577,R2 D2,Neither favorably nor unfavorably (neutral)
12578,R2 D2,Somewhat favorably
12579,R2 D2,Very favorably
12581,R2 D2,Very favorably
12582,R2 D2,Very favorably
12584,R2 D2,Somewhat favorably
12585,R2 D2,Very favorably
12586,R2 D2,Very favorably
12588,R2 D2,Very favorably
12589,R2 D2,Very favorably
12591,R2 D2,Very favorably
12592,R2 D2,Very favorably
12593,R2 D2,Very favorably
12595,R2 D2,Very favorably
12599,R2 D2,Very favorably
12600,R2 D2,Very favorably
12601,R2 D2,Very favorably
12602,R2 D2,Somewhat favorably
12603,R2 D2,Very favorably
12604,R2 D2,Very favorably
12605,R2 D2,Very favorably
12610,R2 D2,Very favorably
12611,R2 D2,Very favorably
12612,R2 D2,Somewhat favorably
12613,R2 D2,Very favorably
12614,R2 D2,Very favorably
12615,R2 D2,Very favorably
12616,R2 D2,Very favorably
12617,R2 D2,Neither favorably nor unfavorably (neutral)
12621,R2 D2,Very favorably
12622,R2 D2,Very favorably
12623,R2 D2,Very favorably
12626,R2 D2,Somewhat favorably
12627,R2 D2,Very favorably
12628,R2 D2,Very favorably
12630,R2 D2,Somewhat favorably
12631,R2 D2,Very favorably
12633,R2 D2,Neither favorably nor unfavorably (neutral)
12634,R2 D2,Very favorably
12635,R2 D2,Somewhat favorably
12636,R2 D2,Very favorably
12637,R2 D2,Very favorably
12638,R2 D2,Very favorably
12639,R2 D2,Very favorably
12640,R2 D2,Very favorably
12641,R2 D2,Neither favorably nor unfavorably (neutral)
12643,R2 D2,Very favorably
12645,R2 D2,Very favorably
12647,R2 D2,Very favorably
12648,R2 D2,Somewhat favorably
12649,R2 D2,Very favorably
12650,R2 D2,Somewhat favorably
12651,R2 D2,Very favorably
12653,R2 D2,Somewhat favorably
12654,R2 D2,Very favorably
12657,R2 D2,Very favorably
12658,R2 D2,Very favorably
12659,R2 D2,Somewhat favorably
12660,R2 D2,Somewhat favorably
12662,R2 D2,Very favorably
12663,R2 D2,Very favorably
12665,R2 D2,Somewhat favorably
12669,R2 D2,Somewhat favorably
12670,R2 D2,Very favorably
12671,R2 D2,Somewhat favorably
12673,R2 D2,Neither favorably nor unfavorably (neutral)
12674,R2 D2,Very favorably
12675,R2 D2,Neither favorably nor unfavorably (neutral)
12679,R2 D2,Very favorably
12680,R2 D2,Very favorably
12681,R2 D2,Somewhat favorably
12687,R2 D2,Somewhat favorably
12688,R2 D2,Very favorably
12689,R2 D2,Somewhat favorably
12691,R2 D2,Very favorably
12692,R2 D2,Neither favorably nor unfavorably (neutral)
12693,R2 D2,Neither favorably nor unfavorably (neutral)
12694,R2 D2,Very favorably
12695,R2 D2,Very favorably
12696,R2 D2,Somewhat favorably
12697,R2 D2,Very favorably
12699,R2 D2,Very favorably
12700,R2 D2,Very favorably
12703,R2 D2,Very favorably
12706,R2 D2,Very favorably
12707,R2 D2,Very favorably
12708,R2 D2,Very favorably
12709,R2 D2,Very favorably
12710,R2 D2,Very favorably
12711,R2 D2,Very favorably
12712,R2 D2,Very favorably
12713,R2 D2,Very favorably
12714,R2 D2,Very favorably
12715,R2 D2,Very favorably
12716,R2 D2,Very favorably
12718,R2 D2,Very favorably
12719,R2 D2,Very favorably
12721,R2 D2,Very favorably
12722,R2 D2,Very favorably
12723,R2 D2,Neither favorably nor unfavorably (neutral)
12725,R2 D2,Neither favorably nor unfavorably (neutral)
12727,R2 D2,Very favorably
12728,R2 D2,Very favorably
12729,R2 D2,Somewhat favorably
12730,R2 D2,Very favorably
12731,R2 D2,Very favorably
12734,R2 D2,Very favorably
12735,R2 D2,Very favorably
12737,R2 D2,Very favorably
12739,R2 D2,Very favorably
12740,R2 D2,Very favorably
12742,R2 D2,Very favorably
12743,R2 D2,Very favorably
12745,R2 D2,Somewhat favorably
12747,R2 D2,Very favorably
12748,R2 D2,Somewhat favorably
12749,R2 D2,Very favorably
12750,R2 D2,Somewhat favorably
12751,R2 D2,Very favorably
12752,R2 D2,Very favorably
12753,R2 D2,Somewhat favorably
12755,R2 D2,Very favorably
12756,R2 D2,Very favorably
12757,R2 D2,Very favorably
12758,R2 D2,Very favorably
12761,R2 D2,Very favorably
12763,R2 D2,Very favorably
12764,R2 D2,Very favorably
12765,R2 D2,Very favorably
12766,R2 D2,Very favorably
12767,R2 D2,Somewhat favorably
12768,R2 D2,Somewhat favorably
12769,R2 D2,Neither favorably nor unfavorably (neutral)
12770,R2 D2,Very favorably
12771,R2 D2,Very favorably
12772,R2 D2,Neither favorably nor unfavorably (neutral)
12774,R2 D2,Very favorably
12775,R2 D2,Very favorably
12776,R2 D2,Very favorably
12777,R2 D2,Very favorably
12778,R2 D2,Somewhat favorably
12779,R2 D2,Very favorably
12780,R2 D2,Very favorably
12784,R2 D2,Somewhat favorably
12785,R2 D2,Unfamiliar (N/A)
12786,R2 D2,Very favorably
12788,R2 D2,Very favorably
12795,R2 D2,Somewhat favorably
12797,R2 D2,Very favorably
12798,R2 D2,Very favorably
12800,R2 D2,Neither favorably nor unfavorably (neutral)
12801,R2 D2,Very favorably
12804,R2 D2,Very favorably
12806,R2 D2,Very favorably
12807,R2 D2,Somewhat unfavorably
12808,R2 D2,Somewhat unfavorably
12809,R2 D2,Very favorably
12810,R2 D2,Somewhat favorably
12811,R2 D2,Very favorably
12812,R2 D2,Unfamiliar (N/A)
12813,R2 D2,Very favorably
12814,R2 D2,Somewhat favorably
12816,R2 D2,Very favorably
12817,R2 D2,Very favorably
12820,R2 D2,Very favorably
12821,R2 D2,Somewhat favorably
12822,R2 D2,Very favorably
12823,R2 D2,Somewhat favorably
12824,R2 D2,Very favorably
12825,R2 D2,Somewhat favorably
12826,R2 D2,Very favorably
12827,R2 D2,Somewhat unfavorably
12828,R2 D2,Very favorably
12830,R2 D2,Very favorably
12831,R2 D2,Very favorably
12832,R2 D2,Very favorably
12833,R2 D2,Somewhat favorably
12834,R2 D2,Somewhat favorably
12835,R2 D2,Very favorably
12836,R2 D2,Very favorably
12837,R2 D2,Very favorably
12838,R2 D2,Very favorably
12839,R2 D2,Very favorably
12840,R2 D2,Very favorably
12843,R2 D2,Very favorably
12844,R2 D2,Very favorably
12847,R2 D2,Very favorably
12849,R2 D2,Very favorably
12850,R2 D2,Very favorably
12852,R2 D2,Neither favorably nor unfavorably (neutral)
12854,R2 D2,Somewhat favorably
12855,R2 D2,Very favorably
12856,R2 D2,Very favorably
12857,R2 D2,Very favorably
12858,R2 D2,Very favorably
12860,R2 D2,Very favorably
12861,R2 D2,Very favorably
12862,R2 D2,Very favorably
12863,R2 D2,Very favorably
12865,R2 D2,Somewhat favorably
12870,R2 D2,Very favorably
12871,R2 D2,Very favorably
12872,R2 D2,Very favorably
12874,R2 D2,Somewhat favorably
12876,R2 D2,Somewhat favorably
12877,R2 D2,Very favorably
12879,R2 D2,Very favorably
12880,R2 D2,Very favorably
12881,R2 D2,Very favorably
12882,R2 D2,Very favorably
12886,R2 D2,Very favorably
12888,R2 D2,Neither favorably nor unfavorably (neutral)
12890,R2 D2,Very favorably
12892,R2 D2,Very favorably
12893,R2 D2,Very favorably
12895,R2 D2,Very favorably
12896,R2 D2,Very favorably
12897,R2 D2,Somewhat favorably
12899,R2 D2,Neither favorably nor unfavorably (neutral)
12900,R2 D2,Somewhat favorably
12901,R2 D2,Very favorably
12902,R2 D2,Neither favorably nor unfavorably (neutral)
12904,R2 D2,Very favorably
12906,R2 D2,Neither favorably nor unfavorably (neutral)
12907,R2 D2,Very favorably
12908,R2 D2,Somewhat favorably
12910,R2 D2,Somewhat favorably
12911,R2 D2,Very favorably
12915,R2 D2,Very favorably
12916,R2 D2,Very favorably
12917,R2 D2,Very favorably
12918,R2 D2,Somewhat favorably
12919,R2 D2,Somewhat favorably
12927,R2 D2,Very favorably
12928,R2 D2,Very favorably
12929,R2 D2,Somewhat favorably
12930,R2 D2,Very favorably
12931,R2 D2,Somewhat favorably
12932,R2 D2,Very favorably
12933,R2 D2,Very favorably
12936,R2 D2,Somewhat favorably
12938,R2 D2,Very favorably
12939,R2 D2,Somewhat favorably
12941,R2 D2,Very favorably
12943,R2 D2,Very favorably
12946,R2 D2,Very favorably
12947,R2 D2,Very favorably
12948,R2 D2,Very favorably
12950,R2 D2,Very favorably
12951,R2 D2,Somewhat favorably
12952,R2 D2,Somewhat favorably
12956,R2 D2,Somewhat favorably
12957,R2 D2,Very favorably
12958,R2 D2,Very favorably
12959,R2 D2,Very favorably
12960,R2 D2,Very favorably
12961,R2 D2,Somewhat favorably
12962,R2 D2,Somewhat favorably
12963,R2 D2,Very favorably
12964,R2 D2,Neither favorably nor unfavorably (neutral)
12966,R2 D2,Very favorably
12967,R2 D2,Somewhat favorably
12970,R2 D2,Very favorably
12971,R2 D2,Very favorably
12972,R2 D2,Very favorably
12973,R2 D2,Very favorably
12974,R2 D2,Somewhat favorably
12977,R2 D2,Unfamiliar (N/A)
12978,R2 D2,Neither favorably nor unfavorably (neutral)
12979,R2 D2,Somewhat favorably
12981,R2 D2,Very favorably
12983,R2 D2,Neither favorably nor unfavorably (neutral)
12985,R2 D2,Very favorably
12986,R2 D2,Neither favorably nor unfavorably (neutral)
12987,R2 D2,Very favorably
12988,R2 D2,Very favorably
12989,R2 D2,Somewhat favorably
12990,R2 D2,Neither favorably nor unfavorably (neutral)
12991,R2 D2,Very favorably
12993,R2 D2,Very favorably
12994,R2 D2,Very favorably
12998,R2 D2,Very favorably
13000,R2 D2,Somewhat favorably
13002,R2 D2,Very favorably
13004,R2 D2,Neither favorably nor unfavorably (neutral)
13005,R2 D2,Neither favorably nor unfavorably (neutral)
13006,R2 D2,Somewhat favorably
13007,R2 D2,Very favorably
13008,R2 D2,Very favorably
13009,R2 D2,Very favorably
13012,R2 D2,Very favorably
13014,R2 D2,Very favorably
13015,R2 D2,Very favorably
13016,R2 D2,Very favorably
13018,R2 D2,Very favorably
13020,R2 D2,Very favorably
13021,R2 D2,Somewhat favorably
13022,R2 D2,Very favorably
13023,R2 D2,Very favorably
13024,R2 D2,Somewhat favorably
13025,R2 D2,Very favorably
13026,R2 D2,Somewhat favorably
13027,R2 D2,Very favorably
13029,R2 D2,Very favorably
13031,R2 D2,Very favorably
13032,R2 D2,Very favorably
13033,R2 D2,Very favorably
13034,R2 D2,Very favorably
13035,R2 D2,Very favorably
13036,R2 D2,Neither favorably nor unfavorably (neutral)
13037,R2 D2,Very favorably
13039,R2 D2,Very favorably
13040,R2 D2,Very favorably
13041,R2 D2,Very favorably
13042,R2 D2,Very favorably
13044,R2 D2,Somewhat favorably
13045,R2 D2,Somewhat favorably
13046,Jar Jar Binks,Very favorably
13048,Jar Jar Binks,Unfamiliar (N/A)
13049,Jar Jar Binks,Very favorably
13050,Jar Jar Binks,Very unfavorably
13051,Jar Jar Binks,Somewhat favorably
13052,Jar Jar Binks,Somewhat unfavorably
13053,Jar Jar Binks,Very unfavorably
13054,Jar Jar Binks,Very unfavorably
13055,Jar Jar Binks,Very favorably
13058,Jar Jar Binks,Very favorably
13059,Jar Jar Binks,Unfamiliar (N/A)
13060,Jar Jar Binks,Very favorably
13061,Jar Jar Binks,Very unfavorably
13062,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13063,Jar Jar Binks,Very favorably
13064,Jar Jar Binks,Very unfavorably
13065,Jar Jar Binks,Somewhat unfavorably
13066,Jar Jar Binks,Very unfavorably
13067,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13068,Jar Jar Binks,Very unfavorably
13069,Jar Jar Binks,Somewhat favorably
13070,Jar Jar Binks,Very favorably
13072,Jar Jar Binks,Very unfavorably
13073,Jar Jar Binks,Very favorably
13074,Jar Jar Binks,Very unfavorably
13075,Jar Jar Binks,Unfamiliar (N/A)
13076,Jar Jar Binks,Somewhat unfavorably
13077,Jar Jar Binks,Very unfavorably
13078,Jar Jar Binks,Somewhat unfavorably
13081,Jar Jar Binks,Very unfavorably
13082,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13083,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13084,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13085,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13086,Jar Jar Binks,Very unfavorably
13087,Jar Jar Binks,Somewhat favorably
13088,Jar Jar Binks,Very unfavorably
13089,Jar Jar Binks,Very unfavorably
13090,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13091,Jar Jar Binks,Very unfavorably
13093,Jar Jar Binks,Very favorably
13094,Jar Jar Binks,Very unfavorably
13096,Jar Jar Binks,Very unfavorably
13097,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13098,Jar Jar Binks,Somewhat favorably
13099,Jar Jar Binks,Somewhat unfavorably
13100,Jar Jar Binks,Unfamiliar (N/A)
13102,Jar Jar Binks,Very unfavorably
13103,Jar Jar Binks,Very unfavorably
13104,Jar Jar Binks,Very unfavorably
13105,Jar Jar Binks,Very unfavorably
13106,Jar Jar Binks,Unfamiliar (N/A)
13108,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13109,Jar Jar Binks,Very unfavorably
13110,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13111,Jar Jar Binks,Somewhat unfavorably
13112,Jar Jar Binks,Somewhat unfavorably
13113,Jar Jar Binks,Very unfavorably
13114,Jar Jar Binks,Very unfavorably
13116,Jar Jar Binks,Unfamiliar (N/A)
13117,Jar Jar Binks,Very unfavorably
13118,Jar Jar Binks,Very unfavorably
13119,Jar Jar Binks,Very favorably
13120,Jar Jar Binks,Very favorably
13121,Jar Jar Binks,Somewhat unfavorably
13122,Jar Jar Binks,Somewhat favorably
13123,Jar Jar Binks,Very unfavorably
13124,Jar Jar Binks,Very unfavorably
13125,Jar Jar Binks,Very unfavorably
13127,Jar Jar Binks,Unfamiliar (N/A)
13128,Jar Jar Binks,Very favorably
13129,Jar Jar Binks,Very unfavorably
13131,Jar Jar Binks,Very unfavorably
13134,Jar Jar Binks,Somewhat unfavorably
13136,Jar Jar Binks,Very unfavorably
13137,Jar Jar Binks,Very unfavorably
13139,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13140,Jar Jar Binks,Unfamiliar (N/A)
13141,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13143,Jar Jar Binks,Very unfavorably
13144,Jar Jar Binks,Somewhat unfavorably
13145,Jar Jar Binks,Unfamiliar (N/A)
13146,Jar Jar Binks,Unfamiliar (N/A)
13147,Jar Jar Binks,Very unfavorably
13148,Jar Jar Binks,Somewhat unfavorably
13152,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13153,Jar Jar Binks,Very unfavorably
13154,Jar Jar Binks,Very favorably
13155,Jar Jar Binks,Unfamiliar (N/A)
13156,Jar Jar Binks,Somewhat favorably
13157,Jar Jar Binks,Very unfavorably
13158,Jar Jar Binks,Unfamiliar (N/A)
13159,Jar Jar Binks,Somewhat favorably
13160,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13162,Jar Jar Binks,Very favorably
13163,Jar Jar Binks,Somewhat favorably
13166,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13168,Jar Jar Binks,Very unfavorably
13169,Jar Jar Binks,Somewhat unfavorably
13177,Jar Jar Binks,Very unfavorably
13178,Jar Jar Binks,Very unfavorably
13179,Jar Jar Binks,Very unfavorably
13181,Jar Jar Binks,Somewhat favorably
13185,Jar Jar Binks,Somewhat favorably
13186,Jar Jar Binks,Unfamiliar (N/A)
13187,Jar Jar Binks,Unfamiliar (N/A)
13188,Jar Jar Binks,Very unfavorably
13189,Jar Jar Binks,Somewhat favorably
13190,Jar Jar Binks,Somewhat favorably
13192,Jar Jar Binks,Somewhat favorably
13193,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13194,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13195,Jar Jar Binks,Very unfavorably
13197,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13198,Jar Jar Binks,Very unfavorably
13199,Jar Jar Binks,Unfamiliar (N/A)
13200,Jar Jar Binks,Very favorably
13201,Jar Jar Binks,Somewhat favorably
13202,Jar Jar Binks,Very favorably
13204,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13205,Jar Jar Binks,Very unfavorably
13206,Jar Jar Binks,Very unfavorably
13207,Jar Jar Binks,Very favorably
13208,Jar Jar Binks,Very favorably
13209,Jar Jar Binks,Unfamiliar (N/A)
13210,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13211,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13212,Jar Jar Binks,Very unfavorably
13213,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13214,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13215,Jar Jar Binks,Very unfavorably
13216,Jar Jar Binks,Very unfavorably
13218,Jar Jar Binks,Somewhat unfavorably
13219,Jar Jar Binks,Somewhat unfavorably
13220,Jar Jar Binks,Very favorably
13221,Jar Jar Binks,Somewhat favorably
13222,Jar Jar Binks,Very unfavorably
13223,Jar Jar Binks,Somewhat unfavorably
13224,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13225,Jar Jar Binks,Very favorably
13227,Jar Jar Binks,Very unfavorably
13229,Jar Jar Binks,Very unfavorably
13231,Jar Jar Binks,Very unfavorably
13232,Jar Jar Binks,Very unfavorably
13233,Jar Jar Binks,Unfamiliar (N/A)
13234,Jar Jar Binks,Unfamiliar (N/A)
13237,Jar Jar Binks,Somewhat favorably
13240,Jar Jar Binks,Unfamiliar (N/A)
13242,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13244,Jar Jar Binks,Somewhat favorably
13246,Jar Jar Binks,Unfamiliar (N/A)
13248,Jar Jar Binks,Somewhat unfavorably
13249,Jar Jar Binks,Very unfavorably
13250,Jar Jar Binks,Somewhat favorably
13252,Jar Jar Binks,Somewhat unfavorably
13253,Jar Jar Binks,Unfamiliar (N/A)
13255,Jar Jar Binks,Very favorably
13257,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13258,Jar Jar Binks,Very unfavorably
13261,Jar Jar Binks,Very unfavorably
13262,Jar Jar Binks,Somewhat unfavorably
13263,Jar Jar Binks,Somewhat favorably
13266,Jar Jar Binks,Somewhat unfavorably
13269,Jar Jar Binks,Unfamiliar (N/A)
13270,Jar Jar Binks,Very favorably
13271,Jar Jar Binks,Somewhat favorably
13273,Jar Jar Binks,Very unfavorably
13274,Jar Jar Binks,Very favorably
13275,Jar Jar Binks,Very favorably
13277,Jar Jar Binks,Very unfavorably
13278,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13281,Jar Jar Binks,Somewhat favorably
13282,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13283,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13284,Jar Jar Binks,Very unfavorably
13285,Jar Jar Binks,Very unfavorably
13286,Jar Jar Binks,Somewhat favorably
13287,Jar Jar Binks,Somewhat favorably
13288,Jar Jar Binks,Somewhat unfavorably
13290,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13291,Jar Jar Binks,Somewhat unfavorably
13292,Jar Jar Binks,Very favorably
13293,Jar Jar Binks,Unfamiliar (N/A)
13294,Jar Jar Binks,Somewhat favorably
13295,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13296,Jar Jar Binks,Very unfavorably
13299,Jar Jar Binks,Very favorably
13301,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13303,Jar Jar Binks,Very unfavorably
13304,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13305,Jar Jar Binks,Somewhat unfavorably
13306,Jar Jar Binks,Very unfavorably
13307,Jar Jar Binks,Somewhat favorably
13309,Jar Jar Binks,Very unfavorably
13310,Jar Jar Binks,Somewhat unfavorably
13312,Jar Jar Binks,Very unfavorably
13313,Jar Jar Binks,Very unfavorably
13315,Jar Jar Binks,Somewhat favorably
13316,Jar Jar Binks,Somewhat favorably
13317,Jar Jar Binks,Somewhat unfavorably
13319,Jar Jar Binks,Unfamiliar (N/A)
13320,Jar Jar Binks,Very favorably
13321,Jar Jar Binks,Very unfavorably
13322,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13325,Jar Jar Binks,Very unfavorably
13326,Jar Jar Binks,Somewhat favorably
13327,Jar Jar Binks,Neither favorably nor unfavorably (neutral)
13328,Jar Jar Binks,Very favorably
13329,Jar Jar Binks,Very unfavorably
